Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
1.0,0.0,48.0,0.0,0.0,25.9292,0.0,1.0
3.0,0.0,34.4,8.0,2.0,69.55,0.0,0.0
2.0,1.0,24.0,0.0,0.0,13.0,0.0,0.0
2.0,0.0,42.0,0.0,0.0,13.0,0.0,1.0
2.0,0.0,27.0,1.0,0.0,13.8583,1.0,1.0
1.0,1.0,31.0,0.0,0.0,50.4958,0.0,0.0
3.0,1.0,24.3,0.0,0.0,9.5,0.0,0.0
3.0,1.0,4.0,1.0,1.0,11.1333,0.0,1.0
3.0,1.0,26.0,0.0,0.0,7.8958,0.0,0.0
1.0,0.0,47.0,1.0,1.0,52.5542,0.0,1.0
1.0,1.0,33.0,0.0,0.0,5.0,0.0,0.0
3.0,1.0,47.0,0.0,0.0,9.0,0.0,0.0
2.0,0.0,28.0,1.0,0.0,24.0,1.0,1.0
3.0,0.0,15.0,0.0,0.0,7.225,1.0,1.0
3.0,1.0,20.0,0.0,0.0,9.8458,0.0,0.0
3.0,1.0,19.0,0.0,0.0,7.8958,0.0,0.0
3.0,1.0,27.1,0.0,0.0,7.8958,0.0,0.0
1.0,0.0,56.0,0.0,1.0,83.1583,1.0,1.0
2.0,0.0,25.0,0.0,1.0,26.0,0.0,1.0
3.0,1.0,33.0,0.0,0.0,7.8958,0.0,0.0
3.0,0.0,22.0,0.0,0.0,10.5167,0.0,0.0
2.0,1.0,28.0,0.0,0.0,10.5,0.0,0.0
3.0,1.0,25.0,0.0,0.0,7.05,0.0,0.0
3.0,0.0,39.0,0.0,5.0,29.125,2.0,0.0
2.0,1.0,27.0,0.0,0.0,13.0,0.0,0.0
1.0,0.0,19.0,0.0,0.0,30.0,0.0,1.0
3.0,0.0,25.3,1.0,2.0,23.45,0.0,0.0
1.0,1.0,26.0,0.0,0.0,30.0,1.0,1.0
3.0,1.0,32.0,0.0,0.0,7.75,2.0,0.0
2.0,0.1553041486098642,34.49697327555157,0.0,0.0,13.133949828176007,0.1553041486098642,1.0
1.0,1.0,40.592194210607865,0.0,0.0,30.79193176384048,1.0,1.0
2.0,0.24745634438505948,20.505087311229882,0.0,0.0,10.5,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.776928324248528,2.0,1.0
1.1758966619551172,0.8241033380448827,33.824103338044885,0.0,0.35179332391023466,26.453256835924687,0.0,1.0
1.0,0.0,21.252632577402267,2.126316288701134,2.0,262.4539476804382,0.8736837112988658,1.0
1.0,0.0,30.111618506988705,0.11161850698870346,0.0,107.18958677287262,1.0,1.0
2.0,0.0,35.158470814118814,0.0,0.02641180235313534,20.960382296470296,0.0,1.0
3.0,0.0,24.167718370128664,0.5590612337622151,1.322816298713355,17.492616905408795,0.44093876623778494,1.0
3.0,1.0,31.407709114869252,0.0,0.0,8.017545450801679,0.0,1.0
3.0,0.0,25.343223489402007,1.0,0.3725115263469526,23.482571098244165,1.6274884736530475,1.0
1.0,0.0,22.62468034792339,2.849872139169357,1.8498721391693569,260.33710706851645,0.07506393041532156,1.0
1.0,1.0,42.66291707392941,1.0,0.0,52.49296855960472,0.0,1.0
2.5211372171201267,0.47886278287987327,1.8274412614797149,1.5211372171201267,1.0,19.01489404746216,0.5211372171201267,1.0
1.0,0.0,36.48813877418188,0.0,0.0,135.52265846544393,1.0,1.0
1.0,0.6473591138907001,72.2419005055954,0.0,0.0,28.783388942922915,0.0,1.0
1.0485846935619056,0.0,24.0,0.048584693561905645,0.09716938712381129,69.0910858176838,0.9514153064380944,1.0
1.8280455125168156,0.17195448748318432,51.031726924899104,0.0,0.8280455125168157,27.63356763109025,0.17195448748318432,1.0
3.0,0.5433740648856511,0.6848430423663223,0.4566259351143489,1.0,9.711507421820205,0.5433740648856511,1.0
2.0,0.815746841232323,34.368506317535356,0.0,0.0,13.0,0.0,1.0
1.0,1.0,35.381844020026605,0.0,0.0,26.449765944743017,0.618155979973392,1.0
3.0,0.4692746653985218,6.877098661594087,1.0614506692029564,1.4692746653985218,19.852730218660305,0.5307253346014782,1.0
2.0,0.0,54.976869682849575,0.023130317150428348,0.06939095145128504,16.161912220052997,0.0,1.0
1.0,0.0,22.176894743994968,0.0,1.8231052560050325,49.500371478962386,1.0,1.0
3.0,0.5303693375570204,30.893926132488595,0.0,0.0,8.380565182122453,0.0,1.0
1.0,0.0,51.303286602911605,1.0,0.0,78.05183358833794,0.3032866029116056,1.0
2.0,0.0,28.0,0.0,0.0,12.835630137344983,0.0,1.0
2.5696367551468438,0.43036324485315613,30.430363244853154,0.0,0.0,12.700940703547907,0.0,1.0
3.0,0.0,18.642509768655376,0.6425097686553779,0.0,7.726075501086087,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
3.0,1.0,31.916302272272798,0.0,0.0,8.054359256652459,0.0,1.0
2.0,0.0,26.548348701005242,0.0,0.0,12.41026665978338,1.814564123743445,1.0
3.0,0.0,4.0,0.8380760309583278,1.0,16.168355032445476,0.16192396904167217,1.0
2.0,0.0397385970163836,33.98013070149181,0.0,0.0,13.0,0.0,1.0
1.0,1.0,41.16946276663352,0.0,0.0,28.791470302714252,0.0,1.0
3.0,0.0,22.0,0.0,0.0,7.4279006889886965,0.0,1.0
2.0,0.0,35.75760085733417,0.0,0.0,13.0,0.0,1.0
3.0,0.0,21.331988524286444,0.0,0.0,7.683198852428645,0.6639770485728893,1.0
2.0,0.0,46.86704750705192,0.6265904985896151,1.0,26.156647624647405,0.0,1.0
2.6070892820219695,0.39291071797803034,4.214178564043939,1.6070892820219695,1.0,19.058583482051766,0.6070892820219697,1.0
1.0,1.0,35.0,0.0,0.0,26.517860202927736,0.8775626778199369,1.0
2.639265954670458,0.0,19.662091482143193,0.0,1.639265954670458,22.589783036887965,0.639265954670458,1.0
1.0,0.8829673344262301,23.94670600983607,0.8829673344262301,0.1170326655737699,55.73867038889344,1.0,1.0
2.931333840699176,0.06866615930082387,0.977340167430728,0.06866615930082387,1.931333840699176,15.656437229996166,0.9313338406991761,1.0
2.061679375982737,0.0,54.55511438384464,0.9383206240172627,2.814961872051788,22.172725369631536,0.0,1.0
1.0,0.5431038695106631,28.603454173149284,0.9137922609786737,0.9137922609786737,398.1260932204422,1.0,1.0
2.0,0.0,28.62930268615332,1.0,0.20976756205110691,26.052441890512778,0.0,1.0
1.0,0.0,26.030983315471747,0.0,0.0,84.28945615755198,0.6615027807547089,1.0
3.0,0.0,19.59301033069519,0.0,0.0,7.8792,2.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
3.0,1.0,32.0,0.0,0.0,8.020679626033,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
1.0,0.8864560051056304,6.270879897887392,0.0,1.7729120102112608,82.00590719336267,0.11354399489436962,1.0
2.1594583382539514,1.0,42.318916676507904,0.0,0.0,12.190748933361196,0.0,1.0
1.0,0.0,23.80897349744814,3.0,2.0,263.0,0.0,1.0
1.0,0.42723275310358855,25.281698259310765,0.0,0.0,80.41157790702172,1.0,1.0
2.0,0.778327298109791,34.44334540378042,0.0,0.0,13.0,0.0,1.0
3.0,0.16082503246276258,3.5175249026117124,0.16082503246276258,2.0,21.79180370292899,0.0,1.0
2.0,0.3625684463414063,38.984808350244066,0.0,0.0,15.065652057530595,0.3625684463414063,1.0
2.0,0.0,5.11050597800202,0.9631646739993268,2.0,27.69474701099899,0.0,1.0
1.0,0.0,16.61703363613689,0.5390112120456302,0.4609887879543698,220.06274399498864,0.5390112120456302,1.0
1.4357403686652916,0.5642596313347082,34.56425963133471,0.0,0.43574036866529176,24.855003538012856,0.0,1.0
1.990030443458278,0.009969556541722047,40.0,0.990030443458278,0.990030443458278,38.920243547666225,0.009969556541722047,1.0
1.0,0.0,35.0,1.0,0.0,52.07808006097826,0.0,1.0
2.338642152129589,0.0,13.677284304259178,0.3386421521295889,0.6613578478704111,17.79127942878452,0.3386421521295889,1.0
1.0,0.0,37.98381447567789,1.0,0.0,55.18867013297452,0.0,1.0
2.0,0.0,4.928296450994439,1.0,1.9760988169981462,27.708172929746755,0.0,1.0
3.0,0.8455629154102113,21.154437084589787,0.0,0.0,7.788726781525788,0.0,1.0
3.0,0.0,22.0,0.0,0.0,7.759939746353407,0.0,1.0
2.657171768481116,1.0,2.2560627376040223,1.0,1.0,16.87706045982882,0.0,1.0
2.6674935379348668,0.0,17.667493537934867,0.0,0.6674935379348669,9.732382431374903,0.0,1.0
1.0,0.0,53.26789246546405,1.0,0.0,78.19143934544971,0.7559641551546834,1.0
1.4837808220491655,0.5162191779508346,67.4216986267217,0.4837808220491654,1.451342466147496,26.613534245655842,0.0,1.0
2.0,0.0,17.04567464751589,0.0,0.09134929503178135,10.614186618789727,0.0,1.0
3.0,1.0,32.0316489387937,0.0,0.0,7.877526591809448,0.0,1.0
3.0,1.0,21.895069930352054,0.0,0.0,7.284894083755047,0.8950699303520547,1.0
1.0,0.0,31.46048396435972,0.7906891071092184,0.0,112.77439113747312,1.0,1.0
1.0,0.6983416941515632,49.508291529242186,1.3016583058484368,0.0,51.842896354314135,0.0,1.0
3.0,0.0,3.33560334189673,0.0,0.5547988860344234,12.370975208868545,0.0,1.0
1.0,0.0,29.938938641002153,0.0,1.7642085868893675,163.29671824451484,0.0,1.0
1.0,0.6109902112286703,52.88792168982936,0.38900978877132975,0.0,37.09494013396245,1.0,1.0
1.0,0.7446829058766703,60.0,1.0,0.7446829058766703,78.19149747821285,1.0,1.0
1.0,0.0,24.606606979810966,0.0,0.0,81.8515775744402,0.6966965100945174,1.0
1.3295564933149095,0.0,49.32955649331491,0.0,0.32955649331490955,25.9525325997267,0.0,1.0
1.75343410620445,0.24656589379554983,42.0,0.7534341062044502,0.0,26.070887694466222,0.0,1.0
3.0,0.7657505893010299,16.0,0.0,0.0,7.97972517679031,0.4684988213979402,1.0
1.0,0.0,22.813031991519015,2.9065159957595075,2.0,262.9415724973497,0.09348400424049241,1.0
3.0,1.0,44.24733619523298,0.0,0.0,7.955917024404123,0.0,1.0
1.0,0.6298230259296128,36.0,1.0,2.0,120.0,0.0,1.0
1.0,0.0,23.80254617385881,0.0,0.0,69.86987148762609,0.9341820579529369,1.0
1.0,0.0,23.07358362247941,0.0,0.7316040943801476,79.14264163775206,0.0,1.0
3.0,0.0,24.0,0.4519878961350291,1.0960242077299418,16.315810288285224,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
1.4725616844707865,0.5274383155292136,28.0,0.4725616844707864,0.0,26.290091073541067,0.0,1.0
1.0,0.0,39.25765689348575,0.0,0.0,79.76044630600272,0.6497210587483041,1.0
3.0,0.0,17.944123049210507,2.58381542618424,1.0558769507894932,7.8915780440579475,0.0,1.0
1.0,0.0,34.80668951206034,0.2761578399138027,0.0,135.08559615609894,0.0,1.0
1.0,0.0,35.53829563375816,0.0,0.0,135.6333,0.5382956337581605,1.0
1.0,0.6254941335724336,10.366599729268628,0.0,1.250988267144867,80.39772712093249,0.0,1.0
2.920671273107817,0.07932872689218307,0.7563462981513747,1.9206712731078168,1.0,19.2179772081207,0.9206712731078169,1.0
3.0,0.9173213964730611,1.2480358105808165,0.9173213964730611,2.0,20.69488397511406,0.0,1.0
3.0,0.0,19.65,0.0,0.0,7.75,2.0,1.0
2.2975444391171935,1.0,2.404911121765613,1.0,1.2975444391171935,19.29301860138888,0.0,1.0
1.0,0.0,61.55728180427854,0.22135909786073182,0.0,78.94854428516152,0.8442718195721464,1.0
1.0,0.8224951313810872,40.48506816066478,1.0,0.1775048686189128,90.62126704016619,0.0,1.0
1.0,1.0,34.805621664747115,0.0,0.0,26.338524313003884,0.0,1.0
1.0,0.37076679316184247,21.224600758971054,1.0,0.0,91.0792,1.0,1.0
1.0,0.0,58.0,0.0,0.12992415555541403,147.42269451061904,0.870075844444586,1.0
2.112229272300846,0.0,21.112229272300848,0.0,0.0,10.191369501172673,0.0,1.0
1.0,1.0,34.477910366839026,0.0,0.0,26.424548528704758,0.0,1.0
2.0,0.0,34.887147095764234,0.0,0.0,13.0,0.0,1.0
3.0,0.0,25.37848651223709,1.4620270350740907,0.5379729649259093,22.770289507175566,1.4620270350740907,1.0
3.0,0.0,35.322234339953596,1.0,0.677765660046401,19.331632131132242,0.0,1.0
3.0,0.5845825523989195,7.338330209595679,0.8308348952021609,1.5845825523989197,19.99879071912371,0.41541744760108046,1.0
1.0,0.0,34.02527447605844,0.4050548952116887,0.0,78.67305823443904,1.0,1.0
1.0,0.0,23.73411593079807,0.895126295600276,0.0,112.55661512486189,1.0,1.0
3.0,0.914553388670248,5.914553388670248,0.0,0.914553388670248,12.475,0.0,1.0
2.0,0.3687426212702206,4.2625147574595585,1.0,1.6312573787297793,27.104700412777113,0.0,1.0
2.0,0.1336529455021761,35.732694108995645,0.0,0.0,13.0,0.0,1.0
1.1157257902002544,1.0,77.91693577639542,0.0,0.0,27.74334709109504,0.0,1.0
1.0,0.7157097578209647,48.852870726537105,1.0,0.0,77.07862113666225,0.7157097578209647,1.0
2.0,0.0,23.41653400892964,0.0,0.0,13.461930025130405,0.5834659910703601,1.0
1.0,0.9233616188949093,60.0,1.0,0.9233616188949093,78.8972783946349,1.0,1.0
3.0,0.0,4.159344525613843,1.1593445256138428,1.0,17.10765109987789,0.15934452561384282,1.0
3.0,0.0,0.75,2.0,1.0,19.2583,1.0,1.0
1.0,0.6661108913105082,15.998332673931525,0.33388910868949184,2.0,113.92726683718949,0.6661108913105082,1.0
1.0,0.0,55.67237304233382,0.0,0.0,147.41844933622397,0.8706873912407677,1.0
1.0,0.0,36.05077825830197,0.0,0.0,78.79528350254354,0.6624351451415026,1.0
1.0,0.0,19.0,0.0,0.24261829330090778,29.549130294644257,0.0,1.0
1.0,0.0,30.95505027672007,0.22009311012548372,0.0,111.40969669148713,1.0,1.0
1.0,0.0,36.6899015453074,1.0,0.42247538632684933,81.8590316472998,0.0,1.0
1.8432203181276043,1.0,32.01186438175313,0.5783898409361978,0.0,56.78742415780003,0.0,1.0
1.0,0.0,37.9701876570014,1.0,0.48509382850069904,80.94797547711543,0.514906171499301,1.0
1.0,0.0,29.34379625657836,0.0,0.0,211.95585576704025,0.03819958406426227,1.0
1.0,1.0,34.230185976017324,0.0,0.0,26.489576181295455,0.0,1.0
1.0,0.016826970047666645,30.016826970047667,0.016826970047666645,0.0,56.93039134947938,0.9831730299523334,1.0
3.0,1.0,24.496280523823668,0.0,0.0,3.5974133830085226,0.0,1.0
2.0,0.0,31.452215461647395,1.0,1.2261077308236978,26.589161596235545,0.0,1.0
2.0,0.0,31.49127263017022,0.7543636849148899,1.2456363150851102,26.188590921228723,0.0,1.0
2.4426896999647028,0.44268969996470264,24.885379399929406,0.5573103000352974,1.1146206000705947,61.235278253560175,0.0,1.0
1.0,0.0,30.440546063682692,0.440546063682694,0.0,109.44274053622645,1.0,1.0
1.0,0.0,30.612189945180063,0.20406331506002084,0.0,92.78577839728993,0.4081266301200417,1.0
1.0,0.0,23.58494837556811,0.7207525812215944,0.0,227.525,1.0,1.0
3.0,0.0,24.256155870746312,0.853852902487704,0.4384412925368881,16.561576378073084,0.14614709751229604,1.0
3.0,0.0,19.143233897121075,0.0,0.0,7.858993002513842,2.0,1.0
1.0,1.0,35.03521567415751,0.0,0.035215674157511256,512.3292,1.0,1.0
2.5605760707821936,0.0,27.0,0.0,1.1211521415643875,10.855012825626364,0.0,1.0
1.0,0.0,50.66813508096938,1.0,0.0,77.58411922899681,1.0,1.0
1.0,1.0,45.85784288395158,0.0,0.0,26.55,0.0,1.0
2.0,0.8720476199622282,1.6397619001888588,1.7440952399244565,1.0,38.23228571977337,0.0,1.0
3.0,0.23487289101231712,18.234872891012316,0.0,0.0,9.42087824117323,0.0,1.0
2.0,0.1080849480176328,5.459575259911836,0.0,1.1080849480176327,33.432793748852205,0.1080849480176328,1.0
3.0,0.40501793332677605,30.918996413334646,0.0,0.0,8.452115763657076,0.0,1.0
2.0,0.0,24.0,0.0,1.4826268549617674,14.111970141221326,0.0,1.0
1.9380965124784164,0.06190348752158348,25.061903487521583,0.9380965124784165,0.9380965124784165,30.0,0.06190348752158348,1.0
1.0,0.0,32.57839558955357,0.2825474592938304,0.0,111.55906875839305,1.0,1.0
1.0,0.0,33.0,0.6837583504946009,0.0,88.8931542267311,1.3675167009892018,1.0
3.0,0.0,24.029381956513507,0.09793985504502256,2.7061804348649323,18.948976555811303,0.9020601449549774,1.0
2.0,0.0,25.452273022695145,0.1507576742317145,0.8492423257682855,26.0,0.0,1.0
2.7118147998978057,0.7118147998978056,10.152740800408777,0.7118147998978056,1.0,16.9374667203679,0.0,1.0
2.0,0.0,20.55710372363006,1.0,0.5190345745433534,27.55710372363006,0.0,1.0
2.0,0.8783004527246474,7.391502263623237,1.0,1.1216995472753526,37.337711453702134,0.1216995472753526,1.0
1.0,1.0,72.65786434399486,0.0,0.0,31.682572754501177,0.30592231900021405,1.0
2.7814292760731876,0.2185707239268122,1.2417841288353275,1.7814292760731878,1.0,19.147200501028,0.7814292760731878,1.0
2.0,0.0,19.0,0.539359750874207,0.0,26.0,0.0,1.0
2.3240778264460586,0.0,28.972233479338175,1.0,0.32407782644605865,22.873829553099945,0.6759221735539414,1.0
3.0,1.0,32.07837224100757,0.0,0.0,7.834476337229187,0.0,1.0
3.0,0.0,22.0,0.0,0.0,7.774365997113998,0.0,1.0
1.0,0.0,22.6209194483831,0.6895402758084512,0.0,67.43824125531718,0.31045972419154877,1.0
1.0,0.5640291191630561,22.66762145088027,0.0,1.1280582383261122,108.93961102196465,1.0,1.0
1.0,0.0,32.273010247561785,0.9087371905477678,0.0,88.8665333916245,0.9087371905477678,1.0
2.0,0.0,30.430071577829615,0.0,0.0,13.0,0.0,1.0
2.7466128186858363,0.0,27.32804846318275,1.7466128186858363,0.0,23.440040385985622,1.7466128186858363,1.0
1.0,0.585752801097871,48.171505602195744,1.0,0.414247198902129,55.116868504803186,0.585752801097871,1.0
1.0,0.0,37.81023596912598,0.0,0.18976403087401916,79.14606186106691,0.4525589922814952,1.0
1.6494724960966118,0.6752637519516941,39.350527503903386,0.3247362480483059,1.6236812402415297,31.12583529611872,0.6752637519516941,1.0
3.0,0.0,27.0,0.0,1.7252290808053623,11.501960142283446,0.0,1.0
2.0,0.7353037093434228,36.88236445121211,0.0,0.0,13.634199449308703,0.7353037093434228,1.0
1.0,0.0,21.051409657315105,0.0,1.0,55.47100672482114,0.15809839044748275,1.0
3.0,0.0,23.92387276501288,0.7612723498711697,1.4774553002576607,21.618244284600625,1.0,1.0
3.0,0.8140909803109498,16.0,0.0,0.0,7.994227294093285,0.3718180393781003,1.0
1.0,0.0,38.22777957058793,1.0,0.8069448926469811,80.3884357856253,0.0,1.0
1.0,0.7148020920286181,7.992770711599347,0.0,2.0,81.2284974598268,0.0,1.0
1.0,0.0,33.97858386571671,0.48929193285835393,0.0,85.01989190310347,0.0,1.0
1.0,1.0,13.061429338095067,0.656428443650822,2.0,116.86776119223146,0.343571556349178,1.0
3.0,0.5391964694376605,21.46080353056234,0.0,0.0,7.786215286564303,0.0,1.0
1.0,0.0,49.81454624762956,0.0,0.5452525693127531,153.4625,0.0,1.0
1.0,0.0,22.948262823768456,2.6494209412561514,2.0,262.7808880882851,0.35057905874384854,1.0
2.0,0.0,4.078772665300741,0.5842454669398519,1.4157545330601482,26.103938633265038,0.0,1.0
3.0,0.0,23.263710732795737,1.0,0.0,15.68374113321194,0.9500506673603382,1.0
1.0,0.38100146206344077,44.40980847996796,0.38100146206344077,0.0,78.25862158753365,1.0,1.0
1.0,0.0,41.708110967228926,0.0,0.0,227.525,1.0,1.0
1.0,0.6590374018491721,31.249411420340895,1.0228877944524837,0.6819251963016557,427.3172681731326,0.6590374018491721,1.0
2.6944248232908783,0.6944248232908782,18.25485391014775,0.6944248232908782,1.3055751767091217,14.559539268146654,0.6944248232908782,1.0
1.0,0.0,39.11122662498488,0.0,0.0,227.525,1.0,1.0
1.900080802334502,0.0,24.0,0.900080802334502,1.800161604669004,65.42965254996165,0.09991919766549795,1.0
1.4849057730292623,0.5150942269707376,28.0,0.4849057730292624,0.0,25.313490278775383,0.4849057730292624,1.0
1.0,0.6477377904836394,41.401154243822184,1.0,0.0,52.310540229677535,0.0,1.0
1.7985007752523052,0.20149922474769466,59.23897984344006,0.7985007752523053,2.395502325756916,24.410494573233862,0.0,1.0
2.0,0.0,54.36113046981016,0.6388695301898333,1.9166085905694998,20.472086711328835,0.0,1.0
1.0,0.0,19.16441544435464,1.3881384814515458,0.38813848145154584,234.4096063147468,0.8059307592742271,1.0
2.0,0.24161164023548554,40.84026412686967,0.0,0.0,13.208390039703106,0.24161164023548554,1.0
1.0,0.0,23.864496316433137,2.9039448537296515,1.9679816179098837,262.5043810599507,0.032018382090116204,1.0
2.873559967180409,0.0,28.87355996718041,0.0,1.7471199343608175,14.96184097429376,0.8735599671804087,1.0
1.0,0.0,15.422106325098593,0.0,0.9698495482072433,211.3375,0.0,1.0
1.0,1.0,48.86459593604589,1.0,0.0,56.26176628795738,0.8645959360458854,1.0
1.0,0.0,25.266979949308535,2.654460013824946,1.7696400092166304,291.71773610701246,0.11517999539168478,1.0
